FID,location,zone,stat_num,Site_Zone,elev,Tmax_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmin_wt,Tmin_sp,Tmin_sm,Tmin_at,Tave_wt,Tave_sp,Tave_sm,Tave_at,PPT_wt,PPT_sp,PPT_sm,PPT_at,DD_0_wt,DD_0_sp,DD_0_sm,DD_0_at,DD5_wt,DD5_sp,DD5_sm,DD5_at,DD_18_wt,DD_18_sp,DD_18_sm,DD_18_at,DD18_wt,DD18_sp,DD18_sm,DD18_at,NFFD_wt,NFFD_sp,NFFD_sm,NFFD_at,PAS_wt,PAS_sp,PAS_sm,PAS_at,Eref_wt,Eref_sp,Eref_sm,Eref_at,CMD_wt,CMD_sp,CMD_sm,CMD_at,RH_wt,RH_sp,RH_sm,RH_at
101,Suman_A1,A,1,Suman_A,1462,-6.9,8,16.9,4.8,-17.3,-3.8,6.8,-4.1,-12.1,2.1,11.9,0.3,54,56,230,116,1093,167,0,261,3,119,632,94,2687,1466,569,1613,0,0,8,1,1,26,89,25,52,32,5,68,0,113,236,35,0,79,12,3,55,58,68,67
102,Suman_A2,A,2,Suman_A,1487,-6.8,8,16.8,4.8,-17.3,-3.9,6.8,-4.2,-12,2,11.8,0.3,55,57,234,119,1088,168,0,261,4,118,628,94,2681,1469,572,1614,0,0,8,1,1,26,89,25,52,33,5,70,0,113,235,35,0,78,11,2,55,58,68,67
103,Suman_A3,A,3,Suman_A,1488,-6.8,8,16.9,4.8,-17.2,-3.9,6.8,-4.2,-12,2.1,11.8,0.3,55,57,235,119,1085,168,0,262,4,119,629,94,2678,1468,571,1614,0,0,8,1,1,25,89,24,53,33,5,70,0,113,236,35,0,78,10,2,55,58,68,67
104,Suman_A4,A,4,Suman_A,1523,-6.5,8,16.9,4.8,-16.8,-4,6.7,-4.1,-11.6,2,11.8,0.3,58,61,250,125,1052,171,0,261,4,117,629,93,2644,1474,572,1613,0,0,8,2,1,25,88,24,55,35,5,73,0,114,238,35,0,78,6,0,56,58,67,67
105,Suman_A5,A,5,Suman_A,1549,-6.4,7.9,16.9,4.8,-16.8,-4,6.7,-4.2,-11.6,2,11.8,0.3,59,62,254,127,1048,172,0,261,4,116,625,93,2640,1476,575,1615,0,0,8,2,1,25,88,24,55,36,5,75,0,113,237,35,0,76,5,0,56,58,68,67
106,Suman_A6,A,6,Suman_A,1530,-6.4,8,17,4.8,-16.7,-4,6.7,-4.2,-11.6,2,11.8,0.3,58,61,252,126,1048,171,0,262,4,118,629,93,2640,1473,571,1615,0,0,8,2,1,25,88,24,55,36,5,74,0,114,238,36,0,78,6,0,56,57,67,67
107,Rock_B1,B,1,Rock_B,878,-7.5,8.4,18.8,5.5,-17.2,-4.1,6.5,-4.1,-12.4,2.2,12.7,0.7,45,49,147,89,1108,168,0,239,1,127,705,97,2716,1458,498,1580,0,0,11,2,0,24,88,22,44,35,2,49,0,120,268,39,0,98,121,12,58,56,62,65
108,Rock_B2,B,2,Rock_B,799,-7.8,8.6,19.1,5.6,-17.4,-4.1,6.5,-4.1,-12.6,2.2,12.8,0.7,42,46,131,84,1127,166,0,238,1,132,718,100,2738,1450,485,1575,0,0,12,1,0,24,88,22,41,33,2,46,0,121,273,40,0,101,143,14,59,56,61,65
109,Rock_B3,B,3,Rock_B,889,-7.4,8.4,18.7,5.4,-17.1,-4.1,6.6,-4.1,-12.3,2.1,12.7,0.7,45,50,150,89,1100,169,0,238,1,127,705,97,2706,1459,498,1579,0,0,11,2,0,24,88,23,44,36,2,50,0,119,267,39,0,98,117,12,58,56,62,65
110,Rock_S1,S,1,Rock_S,1184,-6.5,7.9,17.7,5,-16.6,-4.2,6.6,-4,-11.6,1.9,12.2,0.5,55,63,211,109,1044,178,0,241,1,114,662,88,2643,1486,539,1596,0,0,9,1,1,24,88,23,53,47,3,62,0,115,252,36,0,87,40,4,57,57,65,67
111,Rock_S2,S,2,Rock_S,1049,-6.8,8.1,18.2,5.2,-16.8,-4.2,6.6,-4,-11.8,2,12.4,0.6,51,57,183,100,1063,174,0,239,1,120,683,92,2664,1474,519,1586,0,0,10,2,0,24,88,23,49,42,3,56,0,117,258,37,0,91,75,8,57,57,64,66
112,Rock_S3,S,3,Rock_S,1291,-6.2,7.7,17.5,4.9,-16.4,-4.2,6.7,-4,-11.3,1.7,12.1,0.5,59,69,234,116,1023,183,0,242,1,110,652,86,2620,1497,548,1600,0,0,8,1,1,24,89,23,56,52,4,66,0,76,247,36,0,66,18,1,57,57,66,67
113,Rock_A1,A,1,Rock_A,1413,-6.2,7.6,17.2,4.8,-16.4,-4.3,6.5,-4.1,-11.3,1.6,11.9,0.4,63,76,259,125,1021,185,0,244,1,105,632,81,2617,1505,567,1608,0,0,7,2,1,24,88,23,60,58,5,72,0,75,244,35,0,64,5,0,57,57,66,67
114,Rock_A2,A,2,Rock_A,1540,-6.1,7.5,16.9,4.7,-16.2,-4.5,6.4,-4.1,-11.2,1.5,11.7,0.3,67,85,286,135,1010,188,0,245,1,100,615,78,2606,1515,582,1615,0,1,7,2,1,23,88,22,64,65,6,77,0,74,240,35,0,63,0,0,57,57,67,67
115,Rock_A3,A,3,Rock_A,1486,-6,7.6,17.1,4.8,-16.2,-4.3,6.6,-4,-11.1,1.6,11.8,0.4,66,81,276,130,1006,186,0,243,1,104,630,81,2601,1507,569,1607,0,1,7,2,1,24,88,23,62,62,5,74,0,74,241,35,0,63,1,0,57,57,67,67
116,Dane_B1,B,1,Dane_B,865,-10.3,6.6,17.1,3.8,-20.4,-5.3,5.8,-6,-15.3,0.7,11.5,-1.1,18,46,184,65,1386,217,0,319,2,71,596,65,2992,1594,601,1739,0,0,6,0,0,16,87,15,18,22,4,47,0,73,245,35,0,47,64,22,55,57,64,64
117,Dane_B2,B,2,Dane_B,929,-10.2,6.6,17.1,3.8,-20.3,-5.3,5.8,-6,-15.3,0.7,11.4,-1.1,19,48,193,68,1378,216,0,318,2,71,593,65,2984,1593,603,1739,0,0,6,0,0,16,87,15,19,23,4,49,0,73,244,35,0,46,59,22,56,57,64,64
118,Dane_B3,B,3,Dane_B,968,-10.2,6.6,17,3.8,-20.1,-5.2,5.8,-5.9,-15.2,0.7,11.4,-1.1,20,49,198,70,1369,215,0,317,2,70,591,65,2975,1593,606,1738,0,0,5,0,0,16,87,15,19,23,4,50,0,73,243,35,0,45,56,21,56,58,65,64
119,Dane_B4,B,4,Dane_B,1007,-10.2,6.5,16.9,3.7,-19.9,-5.2,5.9,-5.8,-15,0.7,11.4,-1.1,20,50,204,72,1359,214,0,316,2,68,587,64,2965,1595,609,1738,0,0,5,1,0,16,87,16,20,24,4,51,0,72,241,35,0,44,53,20,57,58,65,64
120,Dane_B5,B,5,Dane_B,1030,-10.1,6.4,16.8,3.6,-19.8,-5.1,5.9,-5.8,-14.9,0.7,11.3,-1.1,20,51,208,73,1350,214,0,315,2,67,583,63,2956,1596,612,1738,0,0,5,1,0,16,87,16,20,25,4,52,0,72,240,35,0,43,50,20,57,58,65,65
121,Dane_B6,B,6,Dane_B,1066,-10.1,6.3,16.7,3.5,-19.6,-5,5.9,-5.7,-14.8,0.6,11.3,-1.1,21,52,213,75,1341,213,0,315,2,66,580,63,2947,1598,615,1739,0,0,5,1,0,16,87,16,21,26,5,53,0,72,238,35,0,42,46,19,58,59,66,65
122,Dane_S1,S,1,Dane_S,1096,-10.1,6.2,16.6,3.5,-19.4,-5,5.9,-5.6,-14.8,0.6,11.3,-1.1,21,54,218,76,1333,213,0,314,2,64,577,62,2938,1599,618,1739,0,0,5,1,0,16,87,16,21,26,5,54,0,71,236,34,0,41,43,19,58,59,66,66
123,Dane_S2,S,2,Dane_S,1199,-10,6.2,16.5,3.4,-19.3,-5,6,-5.6,-14.7,0.6,11.2,-1.1,23,57,233,81,1326,213,0,314,2,63,573,62,2931,1601,621,1740,0,0,5,1,0,16,87,16,23,29,5,58,0,71,235,34,0,39,35,17,59,60,66,66
124,Dane_S3,S,3,Dane_S,1265,-10,6.1,16.4,3.4,-19.2,-4.9,6,-5.5,-14.6,0.6,11.2,-1.1,24,59,243,85,1320,213,0,314,2,62,571,61,2925,1602,623,1740,0,0,5,1,0,16,87,16,24,30,5,60,0,71,233,34,0,37,29,16,59,60,67,67
125,Dane_S4,S,4,Dane_S,1190,-10.1,6.3,16.6,3.5,-19.5,-5,5.9,-5.7,-14.8,0.6,11.3,-1.1,23,57,232,81,1337,214,0,315,2,65,577,62,2943,1600,618,1740,0,0,5,1,0,16,87,16,23,28,5,58,0,71,237,34,0,39,37,18,58,59,66,66
126,Dane_S5,S,5,Dane_S,1203,-10.1,6.3,16.6,3.5,-19.6,-5.1,5.9,-5.7,-14.9,0.6,11.3,-1.1,23,57,234,82,1343,216,0,317,2,65,578,63,2949,1601,617,1742,0,0,5,1,0,16,87,16,23,28,5,58,0,72,237,35,0,39,36,17,58,59,66,65
127,Dane_S6,S,6,Dane_S,1356,-10.1,6.2,16.5,3.4,-19.6,-5.1,5.9,-5.7,-14.8,0.6,11.2,-1.1,26,62,256,90,1338,217,0,318,2,64,574,62,2943,1604,621,1743,0,0,5,1,0,16,87,16,25,31,6,64,0,71,236,34,0,36,25,16,58,59,66,66
128,Dane_A1,A,1,Dane_A,1495,-10,6.2,16.5,3.4,-19.4,-5.1,5.9,-5.7,-14.7,0.5,11.2,-1.1,28,67,277,97,1332,217,0,318,2,63,571,62,2937,1606,623,1745,0,0,5,1,0,15,87,16,28,34,6,69,0,71,234,34,0,33,14,14,58,59,66,66
129,Dane_A2,A,2,Dane_A,1538,-10,6.1,16.4,3.4,-19.4,-5.1,5.9,-5.7,-14.7,0.5,11.2,-1.2,29,69,283,99,1330,218,0,319,2,63,570,61,2936,1608,624,1746,0,0,5,1,0,15,87,16,29,35,6,71,0,71,234,34,0,32,11,13,59,59,67,66
130,Dane_A3,A,3,Dane_A,1652,-10,6.1,16.4,3.3,-19.3,-5.1,6,-5.7,-14.7,0.5,11.2,-1.2,31,72,300,105,1325,218,0,319,2,62,569,61,2931,1609,625,1747,0,0,5,1,0,15,87,16,30,37,7,75,0,71,233,34,0,30,3,12,59,59,67,66
131,Dane_A4,A,4,Dane_A,1468,-10,6.2,16.5,3.4,-19.4,-5,6,-5.6,-14.7,0.6,11.2,-1.1,27,66,272,95,1329,216,0,317,2,63,571,62,2934,1605,623,1743,0,0,5,1,0,16,87,16,27,33,6,68,0,71,234,34,0,34,16,14,59,59,66,66
132,Dane_A5,A,5,Dane_A,1561,-10,6.1,16.4,3.3,-19.3,-5,6,-5.6,-14.7,0.5,11.2,-1.1,29,69,286,100,1324,216,0,317,2,62,569,61,2929,1606,625,1744,0,0,5,1,0,15,87,16,29,35,6,71,0,71,233,34,0,32,10,13,59,60,67,66
133,Dane_A6,A,6,Dane_A,1476,-10,6.1,16.4,3.3,-19.2,-5,6,-5.6,-14.6,0.6,11.2,-1.1,27,66,274,95,1320,214,0,315,2,62,570,61,2925,1604,624,1742,0,0,5,1,0,16,87,16,27,34,6,68,0,71,233,34,0,34,15,14,59,60,67,67
134,Frase_B1,B,1,Frase_B,971,-7.8,4.9,14.1,3.3,-14,-3.7,6.5,-2.1,-10.9,0.6,10.3,0.6,211,107,183,300,989,209,1,212,0,60,491,68,2586,1600,709,1590,0,1,1,3,1,25,89,30,199,83,7,180,0,56,195,29,0,39,22,0,72,68,75,80
